SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT_x,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS_x,VIDEO_AVAILABLE,PLAYER_NAME,PLAYER_ID,HOME,B2B,GP,PTS_AVG,REB_AVG,AST_AVG,PRA_AVG,MIN_AVG,FG_PCT_y,PLUS_MINUS_y,PTS_TREND,HOT,COLD
22023,1628988,22301120,2024-04-05,HOU vs. MIA,L,9,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,1,0,0,0,1,0,0,1,Aaron Holiday,1628988,1,1,7,6.0,0.8571428571428571,1.2857142857142858,8.142857142857142,14.428571428571429,0.348,0.0,1.5,False,False
22023,1628988,22301131,2024-04-07,HOU @ DAL,L,14,1,2,0.5,1,2,0.5,0,0,0.0,0,0,0,0,1,0,1,3,3,-5,1,Aaron Holiday,1628988,0,0,7,6.0,0.8571428571428571,1.2857142857142858,8.142857142857142,14.428571428571429,0.348,0.0,1.5,False,False
22023,1628988,22301168,2024-04-11,HOU @ UTA,L,11,2,5,0.4,2,5,0.4,0,0,0.0,2,0,2,1,0,0,0,0,6,2,1,Aaron Holiday,1628988,0,0,7,6.0,0.8571428571428571,1.2857142857142858,8.142857142857142,14.428571428571429,0.348,0.0,1.5,False,False
22023,1628988,22301183,2024-04-12,HOU @ POR,W,26,7,11,0.636,0,3,0.0,4,4,1.0,0,2,2,2,0,0,0,5,18,15,1,Aaron Holiday,1628988,0,1,7,6.0,0.8571428571428571,1.2857142857142858,8.142857142857142,14.428571428571429,0.348,0.0,1.5,False,False
22023,1628988,22301199,2024-04-14,HOU @ LAC,W,17,4,10,0.4,1,3,0.333,0,0,0.0,0,2,2,2,1,0,3,2,9,2,1,Aaron Holiday,1628988,0,0,7,6.0,0.8571428571428571,1.2857142857142858,8.142857142857142,14.428571428571429,0.348,0.0,1.5,False,False
22023,1630174,22301089,2024-04-01,IND vs. BKN,W,25,5,9,0.556,1,3,0.333,0,0,0.0,2,2,4,0,0,0,0,2,11,28,1,Aaron Nesmith,1630174,1,0,7,12.0,4.428571428571429,1.2857142857142858,17.714285714285715,28.142857142857142,0.592,6.571428571428571,-0.5,False,False
22023,1630174,22301106,2024-04-03,IND @ BKN,L,28,4,7,0.571,0,3,0.0,1,1,1.0,2,3,5,2,0,0,0,5,9,-4,1,Aaron Nesmith,1630174,0,0,7,12.0,4.428571428571429,1.2857142857142858,17.714285714285715,28.142857142857142,0.592,6.571428571428571,-0.5,False,False
22023,1630174,22301116,2024-04-05,IND vs. OKC,W,25,6,10,0.6,4,7,0.571,1,1,1.0,0,4,4,1,1,0,2,4,17,2,1,Aaron Nesmith,1630174,1,0,7,12.0,4.428571428571429,1.2857142857142858,17.714285714285715,28.142857142857142,0.592,6.571428571428571,-0.5,False,False
22023,1630174,22301133,2024-04-07,IND vs. MIA,W,40,5,12,0.417,1,5,0.2,5,5,1.0,1,4,5,3,0,2,1,4,16,-2,1,Aaron Nesmith,1630174,1,0,7,12.0,4.428571428571429,1.2857142857142858,17.714285714285715,28.142857142857142,0.592,6.571428571428571,-0.5,False,False
22023,1630174,22301146,2024-04-09,IND @ TOR,W,26,3,8,0.375,0,4,0.0,2,2,1.0,1,3,4,2,2,0,2,4,8,6,1,Aaron Nesmith,1630174,0,0,7,12.0,4.428571428571429,1.2857142857142858,17.714285714285715,28.142857142857142,0.592,6.571428571428571,-0.5,False,False
22023,1630174,22301174,2024-04-12,IND @ CLE,L,33,5,8,0.625,0,2,0.0,5,5,1.0,1,5,6,0,0,0,0,2,15,-8,1,Aaron Nesmith,1630174,0,0,7,12.0,4.428571428571429,1.2857142857142858,17.714285714285715,28.142857142857142,0.592,6.571428571428571,-0.5,False,False
22023,1630174,22301188,2024-04-14,IND vs. ATL,W,20,3,3,1.0,1,1,1.0,1,1,1.0,0,3,3,1,1,0,0,3,8,24,1,Aaron Nesmith,1630174,1,0,7,12.0,4.428571428571429,1.2857142857142858,17.714285714285715,28.142857142857142,0.592,6.571428571428571,-0.5,False,False
22023,1630598,22301105,2024-04-03,OKC @ BOS,L,29,4,11,0.364,1,1,1.0,1,1,1.0,0,1,1,5,1,1,4,3,10,-30,1,Aaron Wiggins,1630598,0,0,7,12.428571428571429,2.7142857142857144,2.7142857142857144,17.857142857142858,22.714285714285715,0.527,4.428571428571429,0.6666666666666666,False,False
22023,1630598,22301116,2024-04-05,OKC @ IND,L,16,2,5,0.4,0,1,0.0,0,0,0.0,0,1,1,1,0,0,0,2,4,-15,1,Aaron Wiggins,1630598,0,0,7,12.428571428571429,2.7142857142857144,2.7142857142857144,17.857142857142858,22.714285714285715,0.527,4.428571428571429,0.6666666666666666,False,False
22023,1630598,22301135,2024-04-07,OKC @ CHA,W,36,11,20,0.55,2,6,0.333,2,2,1.0,0,2,2,5,6,0,2,2,26,3,1,Aaron Wiggins,1630598,0,0,7,12.428571428571429,2.7142857142857144,2.7142857142857144,17.857142857142858,22.714285714285715,0.527,4.428571428571429,0.6666666666666666,False,False
22023,1630598,22301153,2024-04-09,OKC vs. SAC,W,19,3,4,0.75,0,1,0.0,1,1,1.0,1,3,4,1,0,1,0,1,7,15,1,Aaron Wiggins,1630598,1,0,7,12.428571428571429,2.7142857142857144,2.7142857142857144,17.857142857142858,22.714285714285715,0.527,4.428571428571429,0.6666666666666666,False,False
22023,1630598,22301163,2024-04-10,OKC vs. SAS,W,17,2,6,0.333,2,2,1.0,1,2,0.5,0,2,2,3,2,0,1,1,7,17,1,Aaron Wiggins,1630598,1,1,7,12.428571428571429,2.7142857142857144,2.7142857142857144,17.857142857142858,22.714285714285715,0.527,4.428571428571429,0.6666666666666666,False,False
22023,1630598,22301179,2024-04-12,OKC vs. MIL,W,24,8,12,0.667,1,2,0.5,2,3,0.667,1,2,3,3,2,0,1,1,19,14,1,Aaron Wiggins,1630598,1,0,7,12.428571428571429,2.7142857142857144,2.7142857142857144,17.857142857142858,22.714285714285715,0.527,4.428571428571429,0.6666666666666666,False,False
22023,1630598,22301196,2024-04-14,OKC vs. DAL,W,18,5,8,0.625,2,2,1.0,2,2,1.0,1,5,6,1,1,0,0,1,14,27,1,Aaron Wiggins,1630598,1,0,7,12.428571428571429,2.7142857142857144,2.7142857142857144,17.857142857142858,22.714285714285715,0.527,4.428571428571429,0.6666666666666666,False,False
22023,201143,22301034,2024-03-25,BOS @ ATL,L,36,3,5,0.6,1,2,0.5,0,0,0.0,1,8,9,2,1,1,1,1,7,-5,1,Al Horford,201143,0,0,7,9.714285714285714,5.428571428571429,2.0,17.142857142857142,24.714285714285715,0.5731428571428572,5.0,-1.0,False,False
22023,201143,22301074,2024-03-30,BOS @ NOP,W,30,4,7,0.571,1,3,0.333,0,0,0.0,0,6,6,2,1,1,0,1,9,8,1,Al Horford,201143,0,0,7,9.714285714285714,5.428571428571429,2.0,17.142857142857142,24.714285714285715,0.5731428571428572,5.0,-1.0,False,False
22023,201143,22301087,2024-04-01,BOS @ CHA,W,25,6,11,0.545,3,6,0.5,0,0,0.0,3,2,5,3,0,0,0,0,15,8,1,Al Horford,201143,0,0,7,9.714285714285714,5.428571428571429,2.0,17.142857142857142,24.714285714285715,0.5731428571428572,5.0,-1.0,False,False
22023,201143,22301105,2024-04-03,BOS vs. OKC,W,25,7,10,0.7,2,4,0.5,0,0,0.0,2,2,4,2,0,1,2,1,16,32,1,Al Horford,201143,1,0,7,9.714285714285714,5.428571428571429,2.0,17.142857142857142,24.714285714285715,0.5731428571428572,5.0,-1.0,False,False
22023,201143,22301118,2024-04-05,BOS vs. SAC,W,20,3,7,0.429,1,5,0.2,1,2,0.5,0,6,6,1,0,1,0,0,8,3,1,Al Horford,201143,1,0,7,9.714285714285714,5.428571428571429,2.0,17.142857142857142,24.714285714285715,0.5731428571428572,5.0,-1.0,False,False
22023,201143,22301134,2024-04-07,BOS vs. POR,W,21,3,6,0.5,1,4,0.25,0,0,0.0,1,5,6,3,1,0,1,0,7,7,1,Al Horford,201143,1,0,7,9.714285714285714,5.428571428571429,2.0,17.142857142857142,24.714285714285715,0.5731428571428572,5.0,-1.0,False,False
22023,201143,22301167,2024-04-11,BOS vs. NYK,L,16,2,3,0.667,2,3,0.667,0,0,0.0,0,2,2,1,1,2,1,2,6,-18,1,Al Horford,201143,1,0,7,9.714285714285714,5.428571428571429,2.0,17.142857142857142,24.714285714285715,0.5731428571428572,5.0,-1.0,False,False
22023,1627936,22301066,2024-03-29,CHI @ BKN,L,33,2,5,0.4,2,4,0.5,0,0,0.0,0,3,3,5,0,1,4,2,6,-26,1,Alex Caruso,1627936,0,0,7,10.571428571428571,4.0,5.857142857142857,20.428571428571427,35.0,0.5085714285714286,-5.714285714285714,2.1666666666666665,True,False
22023,1627936,22301084,2024-03-31,CHI @ MIN,W,35,7,8,0.875,7,8,0.875,0,0,0.0,1,4,5,5,5,0,4,3,21,6,1,Alex Caruso,1627936,0,0,7,10.571428571428571,4.0,5.857142857142857,20.428571428571427,35.0,0.5085714285714286,-5.714285714285714,2.1666666666666665,True,False
22023,1627936,22301091,2024-04-01,CHI vs. ATL,L,33,3,13,0.231,2,7,0.286,0,0,0.0,1,4,5,3,2,2,1,1,8,-17,1,Alex Caruso,1627936,1,1,7,10.571428571428571,4.0,5.857142857142857,20.428571428571427,35.0,0.5085714285714286,-5.714285714285714,2.1666666666666665,True,False
22023,1627936,22301119,2024-04-05,CHI vs. NYK,W,32,3,6,0.5,1,4,0.25,0,0,0.0,0,1,1,4,1,0,2,2,7,-8,1,Alex Caruso,1627936,1,0,7,10.571428571428571,4.0,5.857142857142857,20.428571428571427,35.0,0.5085714285714286,-5.714285714285714,2.1666666666666665,True,False
22023,1627936,22301149,2024-04-09,CHI vs. NYK,L,37,3,7,0.429,3,5,0.6,0,0,0.0,2,3,5,6,2,2,1,3,9,-10,1,Alex Caruso,1627936,1,0,7,10.571428571428571,4.0,5.857142857142857,20.428571428571427,35.0,0.5085714285714286,-5.714285714285714,2.1666666666666665,True,False
22023,1627936,22301166,2024-04-11,CHI @ DET,W,34,3,6,0.5,1,3,0.333,1,2,0.5,1,3,4,10,2,0,2,3,8,23,1,Alex Caruso,1627936,0,0,7,10.571428571428571,4.0,5.857142857142857,20.428571428571427,35.0,0.5085714285714286,-5.714285714285714,2.1666666666666665,True,False
22023,1627936,22301190,2024-04-14,CHI @ NYK,L,41,5,8,0.625,3,5,0.6,2,2,1.0,0,5,5,8,5,0,3,2,15,-8,1,Alex Caruso,1627936,0,0,7,10.571428571428571,4.0,5.857142857142857,20.428571428571427,35.0,0.5085714285714286,-5.714285714285714,2.1666666666666665,True,False
22023,1630578,22300841,2024-02-27,HOU @ OKC,L,36,8,13,0.615,0,1,0.0,7,12,0.583,3,8,11,6,2,2,5,2,23,-11,1,Alperen Sengun,1630578,0,0,7,21.857142857142858,10.571428571428571,5.285714285714286,37.71428571428572,33.142857142857146,0.5085714285714286,2.142857142857143,-1.5,False,False
22023,1630578,22300854,2024-02-29,HOU @ PHX,L,23,3,7,0.429,0,1,0.0,2,2,1.0,1,2,3,4,0,0,1,6,8,-17,1,Alperen Sengun,1630578,0,0,7,21.857142857142858,10.571428571428571,5.285714285714286,37.71428571428572,33.142857142857146,0.5085714285714286,2.142857142857143,-1.5,False,False
22023,1630578,22300870,2024-03-02,HOU @ PHX,W,33,9,21,0.429,0,2,0.0,3,4,0.75,5,5,10,2,2,1,3,4,21,16,1,Alperen Sengun,1630578,0,0,7,21.857142857142858,10.571428571428571,5.285714285714286,37.71428571428572,33.142857142857146,0.5085714285714286,2.142857142857143,-1.5,False,False
22023,1630578,22300891,2024-03-05,HOU vs. SAS,W,37,19,32,0.594,2,3,0.667,5,7,0.714,6,10,16,3,5,1,2,3,45,18,1,Alperen Sengun,1630578,1,0,7,21.857142857142858,10.571428571428571,5.285714285714286,37.71428571428572,33.142857142857146,0.5085714285714286,2.142857142857143,-1.5,False,False
22023,1630578,22300897,2024-03-06,HOU vs. LAC,L,42,10,19,0.526,0,0,0.0,3,8,0.375,6,13,19,14,2,0,3,4,23,2,1,Alperen Sengun,1630578,1,1,7,21.857142857142858,10.571428571428571,5.285714285714286,37.71428571428572,33.142857142857146,0.5085714285714286,2.142857142857143,-1.5,False,False
22023,1630578,22300916,2024-03-08,HOU @ POR,W,32,7,15,0.467,0,0,0.0,5,8,0.625,5,4,9,6,1,1,1,2,19,2,1,Alperen Sengun,1630578,0,0,7,21.857142857142858,10.571428571428571,5.285714285714286,37.71428571428572,33.142857142857146,0.5085714285714286,2.142857142857143,-1.5,False,False
22023,1630578,22300929,2024-03-10,HOU @ SAC,W,29,7,14,0.5,0,0,0.0,0,2,0.0,0,6,6,2,2,0,0,4,14,5,1,Alperen Sengun,1630578,0,0,7,21.857142857142858,10.571428571428571,5.285714285714286,37.71428571428572,33.142857142857146,0.5085714285714286,2.142857142857143,-1.5,False,False
22023,1641708,22301098,2024-04-02,HOU @ MIN,L,25,4,9,0.444,0,0,0.0,1,3,0.333,4,5,9,4,3,0,0,2,9,-15,1,Amen Thompson,1641708,0,0,7,12.142857142857142,8.571428571428571,4.571428571428571,25.285714285714285,30.142857142857142,0.6598571428571428,2.7142857142857144,1.5,False,False
22023,1641708,22301113,2024-04-04,HOU vs. GSW,L,30,3,7,0.429,0,0,0.0,2,3,0.667,2,2,4,1,1,0,2,3,8,-10,1,Amen Thompson,1641708,1,0,7,12.142857142857142,8.571428571428571,4.571428571428571,25.285714285714285,30.142857142857142,0.6598571428571428,2.7142857142857144,1.5,False,False
22023,1641708,22301131,2024-04-07,HOU @ DAL,L,8,1,1,1.0,0,0,0.0,3,3,1.0,0,3,3,3,0,0,0,1,5,17,1,Amen Thompson,1641708,0,0,7,12.142857142857142,8.571428571428571,4.571428571428571,25.285714285714285,30.142857142857142,0.6598571428571428,2.7142857142857144,1.5,False,False
22023,1641708,22301150,2024-04-09,HOU vs. ORL,W,38,6,7,0.857,0,0,0.0,1,2,0.5,3,5,8,4,2,1,4,2,13,1,1,Amen Thompson,1641708,1,0,7,12.142857142857142,8.571428571428571,4.571428571428571,25.285714285714285,30.142857142857142,0.6598571428571428,2.7142857142857144,1.5,False,False
22023,1641708,22301168,2024-04-11,HOU @ UTA,L,35,6,12,0.5,0,1,0.0,3,4,0.75,6,4,10,4,2,0,1,0,15,-1,1,Amen Thompson,1641708,0,0,7,12.142857142857142,8.571428571428571,4.571428571428571,25.285714285714285,30.142857142857142,0.6598571428571428,2.7142857142857144,1.5,False,False
22023,1641708,22301183,2024-04-12,HOU @ POR,W,35,6,12,0.5,0,1,0.0,5,6,0.833,6,9,15,6,0,0,2,1,17,15,1,Amen Thompson,1641708,0,1,7,12.142857142857142,8.571428571428571,4.571428571428571,25.285714285714285,30.142857142857142,0.6598571428571428,2.7142857142857144,1.5,False,False
22023,1641708,22301199,2024-04-14,HOU @ LAC,W,40,8,9,0.889,0,0,0.0,2,3,0.667,5,6,11,10,3,3,3,5,18,12,1,Amen Thompson,1641708,0,0,7,12.142857142857142,8.571428571428571,4.571428571428571,25.285714285714285,30.142857142857142,0.6598571428571428,2.7142857142857144,1.5,False,False
22023,1629599,22301114,2024-04-04,LAC vs. DEN,W,23,3,5,0.6,1,2,0.5,2,3,0.667,0,6,6,1,1,0,0,1,9,18,1,Amir Coffey,1629599,1,0,7,11.571428571428571,4.142857142857143,1.1428571428571428,16.857142857142858,31.428571428571427,0.3849999999999999,-2.142857142857143,1.5,False,False
22023,1629599,22301126,2024-04-05,LAC vs. UTA,W,31,4,9,0.444,1,4,0.25,2,2,1.0,1,3,4,0,1,0,1,3,11,7,1,Amir Coffey,1629599,1,1,7,11.571428571428571,4.142857142857143,1.1428571428571428,16.857142857142858,31.428571428571427,0.3849999999999999,-2.142857142857143,1.5,False,False
22023,1629599,22301132,2024-04-07,LAC vs. CLE,W,28,1,6,0.167,1,4,0.25,0,0,0.0,1,0,1,1,1,0,0,1,3,4,1,Amir Coffey,1629599,1,0,7,11.571428571428571,4.142857142857143,1.1428571428571428,16.857142857142858,31.428571428571427,0.3849999999999999,-2.142857142857143,1.5,False,False
22023,1629599,22301156,2024-04-09,LAC @ PHX,W,34,4,11,0.364,3,8,0.375,2,2,1.0,1,3,4,2,2,0,0,4,13,-4,1,Amir Coffey,1629599,0,0,7,11.571428571428571,4.142857142857143,1.1428571428571428,16.857142857142858,31.428571428571427,0.3849999999999999,-2.142857142857143,1.5,False,False
22023,1629599,22301165,2024-04-10,LAC vs. PHX,L,37,4,13,0.308,2,6,0.333,1,2,0.5,1,4,5,1,1,1,0,2,11,-18,1,Amir Coffey,1629599,1,1,7,11.571428571428571,4.142857142857143,1.1428571428571428,16.857142857142858,31.428571428571427,0.3849999999999999,-2.142857142857143,1.5,False,False
22023,1629599,22301184,2024-04-12,LAC vs. UTA,L,31,6,15,0.4,3,9,0.333,1,2,0.5,1,5,6,1,0,1,0,4,16,-11,1,Amir Coffey,1629599,1,0,7,11.571428571428571,4.142857142857143,1.1428571428571428,16.857142857142858,31.428571428571427,0.3849999999999999,-2.142857142857143,1.5,False,False
22023,1629599,22301199,2024-04-14,LAC vs. HOU,L,36,7,17,0.412,0,7,0.0,4,4,1.0,0,3,3,2,1,1,1,0,18,-11,1,Amir Coffey,1629599,1,0,7,11.571428571428571,4.142857142857143,1.1428571428571428,16.857142857142858,31.428571428571427,0.3849999999999999,-2.142857142857143,1.5,False,False
22023,203083,22301054,2024-03-27,CHI vs. IND,W,18,5,8,0.625,0,0,0.0,4,5,0.8,4,7,11,3,3,0,1,2,14,23,1,Andre Drummond,203083,1,0,7,9.571428571428571,11.0,0.4285714285714285,21.0,18.0,0.6367142857142857,5.285714285714286,-1.1666666666666667,False,False
22023,203083,22301066,2024-03-29,CHI @ BKN,L,17,1,2,0.5,0,0,0.0,4,6,0.667,1,10,11,0,0,2,1,1,6,7,1,Andre Drummond,203083,0,0,7,9.571428571428571,11.0,0.4285714285714285,21.0,18.0,0.6367142857142857,5.285714285714286,-1.1666666666666667,False,False
22023,203083,22301084,2024-03-31,CHI @ MIN,W,17,3,6,0.5,0,0,0.0,0,0,0.0,2,7,9,0,1,0,0,4,6,-1,1,Andre Drummond,203083,0,0,7,9.571428571428571,11.0,0.4285714285714285,21.0,18.0,0.6367142857142857,5.285714285714286,-1.1666666666666667,False,False
22023,203083,22301091,2024-04-01,CHI vs. ATL,L,20,5,8,0.625,0,0,0.0,3,6,0.5,8,10,18,0,0,0,1,2,13,-4,1,Andre Drummond,203083,1,1,7,9.571428571428571,11.0,0.4285714285714285,21.0,18.0,0.6367142857142857,5.285714285714286,-1.1666666666666667,False,False
22023,203083,22301119,2024-04-05,CHI vs. NYK,W,24,3,7,0.429,0,0,0.0,4,6,0.667,5,11,16,0,3,1,3,4,10,7,1,Andre Drummond,203083,1,0,7,9.571428571428571,11.0,0.4285714285714285,21.0,18.0,0.6367142857142857,5.285714285714286,-1.1666666666666667,False,False
22023,203083,22301136,2024-04-07,CHI @ ORL,L,25,7,9,0.778,0,0,0.0,0,0,0.0,4,6,10,0,2,0,0,2,14,4,1,Andre Drummond,203083,0,0,7,9.571428571428571,11.0,0.4285714285714285,21.0,18.0,0.6367142857142857,5.285714285714286,-1.1666666666666667,False,False
22023,203083,22301149,2024-04-09,CHI vs. NYK,L,5,2,2,1.0,0,0,0.0,0,0,0.0,1,1,2,0,1,0,0,0,4,1,1,Andre Drummond,203083,1,0,7,9.571428571428571,11.0,0.4285714285714285,21.0,18.0,0.6367142857142857,5.285714285714286,-1.1666666666666667,False,False
